sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Agent 3;Utility 1;Utility 2;Utility 3;Disc. Util. 1;Disc. Util. 2;Disc. Util. 3;Profile 1;Profile 2;Profile 3
;;Session failed: failure while running session:java.util.concurrent.ExecutionException: Execution failed of boa-negotiator.boaframework.offeringstrategy.anac2013.Fawkes_Offering-negotiator.boaframework.acceptanceconditions.anac2013.AC_InoxAgent_OneIssue-negotiator.boaframework.opponentmodel.TheFawkes_OM-negotiator.boaframework.omstrategy.BestBid@0:java.lang.NullPointerException. Participants: [boa-negotiator.boaframework.offeringstrategy.anac2013.Fawkes_Offering-negotiator.boaframework.acceptanceconditions.anac2013.AC_InoxAgent_OneIssue-negotiator.boaframework.opponentmodel.TheFawkes_OM-negotiator.boaframework.omstrategy.BestBid, agents.anac.y2016.yxagent.YXAgent, agents.anac.y2016.caduceus.Caduceus];;;;;;;;;;;;;;;;;;;;;
;;Session failed: failure while running session:java.util.concurrent.ExecutionException: Execution failed of boa-negotiator.boaframework.offeringstrategy.anac2013.Fawkes_Offering-negotiator.boaframework.acceptanceconditions.anac2013.AC_InoxAgent_OneIssue-negotiator.boaframework.opponentmodel.TheFawkes_OM-negotiator.boaframework.omstrategy.BestBid@4:java.lang.NullPointerException. Participants: [agents.anac.y2016.yxagent.YXAgent, boa-negotiator.boaframework.offeringstrategy.anac2013.Fawkes_Offering-negotiator.boaframework.acceptanceconditions.anac2013.AC_InoxAgent_OneIssue-negotiator.boaframework.opponentmodel.TheFawkes_OM-negotiator.boaframework.omstrategy.BestBid, agents.anac.y2016.caduceus.Caduceus];;;;;;;;;;;;;;;;;;;;;
;;Session failed: failure while running session:java.util.concurrent.ExecutionException: Execution failed of boa-negotiator.boaframework.offeringstrategy.anac2013.Fawkes_Offering-negotiator.boaframework.acceptanceconditions.anac2013.AC_InoxAgent_OneIssue-negotiator.boaframework.opponentmodel.TheFawkes_OM-negotiator.boaframework.omstrategy.BestBid@7:java.lang.NullPointerException. Participants: [agents.anac.y2016.caduceus.Caduceus, boa-negotiator.boaframework.offeringstrategy.anac2013.Fawkes_Offering-negotiator.boaframework.acceptanceconditions.anac2013.AC_InoxAgent_OneIssue-negotiator.boaframework.opponentmodel.TheFawkes_OM-negotiator.boaframework.omstrategy.BestBid, agents.anac.y2016.yxagent.YXAgent];;;;;;;;;;;;;;;;;;;;;
;;Session failed: failure while running session:java.util.concurrent.ExecutionException: Execution failed of boa-negotiator.boaframework.offeringstrategy.anac2013.Fawkes_Offering-negotiator.boaframework.acceptanceconditions.anac2013.AC_InoxAgent_OneIssue-negotiator.boaframework.opponentmodel.TheFawkes_OM-negotiator.boaframework.omstrategy.BestBid@9:java.lang.NullPointerException. Participants: [boa-negotiator.boaframework.offeringstrategy.anac2013.Fawkes_Offering-negotiator.boaframework.acceptanceconditions.anac2013.AC_InoxAgent_OneIssue-negotiator.boaframework.opponentmodel.TheFawkes_OM-negotiator.boaframework.omstrategy.BestBid, agents.anac.y2016.caduceus.Caduceus, agents.anac.y2016.yxagent.YXAgent];;;;;;;;;;;;;;;;;;;;;
;;Session failed: failure while running session:java.util.concurrent.ExecutionException: Execution failed of boa-negotiator.boaframework.offeringstrategy.anac2013.Fawkes_Offering-negotiator.boaframework.acceptanceconditions.anac2013.AC_InoxAgent_OneIssue-negotiator.boaframework.opponentmodel.TheFawkes_OM-negotiator.boaframework.omstrategy.BestBid@14:java.lang.NullPointerException. Participants: [agents.anac.y2016.yxagent.YXAgent, agents.anac.y2016.caduceus.Caduceus, boa-negotiator.boaframework.offeringstrategy.anac2013.Fawkes_Offering-negotiator.boaframework.acceptanceconditions.anac2013.AC_InoxAgent_OneIssue-negotiator.boaframework.opponentmodel.TheFawkes_OM-negotiator.boaframework.omstrategy.BestBid];;;;;;;;;;;;;;;;;;;;;
;;Session failed: failure while running session:java.util.concurrent.ExecutionException: Execution failed of boa-negotiator.boaframework.offeringstrategy.anac2013.Fawkes_Offering-negotiator.boaframework.acceptanceconditions.anac2013.AC_InoxAgent_OneIssue-negotiator.boaframework.opponentmodel.TheFawkes_OM-negotiator.boaframework.omstrategy.BestBid@17:java.lang.NullPointerException. Participants: [agents.anac.y2016.caduceus.Caduceus, agents.anac.y2016.yxagent.YXAgent, boa-negotiator.boaframework.offeringstrategy.anac2013.Fawkes_Offering-negotiator.boaframework.acceptanceconditions.anac2013.AC_InoxAgent_OneIssue-negotiator.boaframework.opponentmodel.TheFawkes_OM-negotiator.boaframework.omstrategy.BestBid];;;;;;;;;;;;;;;;;;;;;
